,UniprotID,Homologs
100,Q13107,"{'M4ABG9', 'UPI0014943AF4', 'Q13107-2', 'H3BAQ6', 'UPI000CCC081C', 'W5L7Q8', 'A0A0A6YVY7', 'Q13107-1', 'F7DKY8', 'A0A674G7I5', 'Q13107-3', 'A0A8V1AEB9', 'A0A2J8TGH3', 'A0A803SXX1', 'Q13107', 'H2SI59', 'A0A8C2SIY6', 'A0A803WG82', 'A0A3P9ITE6', 'H0WJJ3', 'A0A669AWQ9', 'G3N764', 'A0A8B9SZ75', 'H0VGI1', 'UPI001A9E2B21'}"
101,Q09472,"{'A0A480MKR8', 'G1T1B1', 'A0A8B9QUG2', 'UPI0003D0C40F', 'A0A8V0YJ98', 'G1KDQ6', 'A0A2R8MCD9', 'L5KBW8', 'A0A5F8A6V8', 'UPI001E257B4A', 'A0A669ERC6', 'A0A3P9IEJ8', 'G3ULK4', 'UPI002FE0458C', 'Q7Z6C1', 'UPI0010A7D754', 'UPI000CCC7D43', 'UPI0020CAAEB0', 'UPI000C7F6A2B', 'A0A452F2D2', 'A0A8I5UPR1', 'U3KC15', 'Q09472', 'A0A8C0T765', 'UPI00313AF4DA', 'A0A2I2V2T0', 'UPI0011AE61C6', 'A0A9L0TMG5', 'G3I534'}"
102,Q9GZV5,"{'L5LV88', 'W5M0X9', 'A0A8B9J7B6', 'UPI0007041894', 'UPI00313AF27E', 'Q9GZV5', 'G3U7W1', 'L5JR00', 'UPI0007AD8CBF', 'A0A337S9Z9', 'A0A481BTX0'}"
103,O00159,"{'A0A3Q1MHV1', 'O00159-3', 'L5JUE5', 'H3AMX4', 'L8Y9V0', 'G7PSZ2', 'B7Z9C0', 'A0A2R8Q9G7', 'A0A674NBM0', 'A0A8B9R6C0', 'A0A480XYS9', 'UPI0006D73199', 'A0A8B9TKT0', 'G3HTF7', 'UPI0023DCF81B', 'O00159-2', 'O00159', 'W5MJP0', 'W5PSC5', 'O00159-1', 'L5LKP6', 'A0A669D887'}"
104,Q14CB8,"{'Q14CB8-3', 'Q14CB8-5', 'A0A3B1JFB5', 'UPI0023DD1F17', 'A0A8I3Q0U8', 'W5N547', 'Q14CB8-1', 'A0A803K9G2', 'Q14CB8-2', 'Q14CB8-7', 'A0A2J8XXT0', 'L9JG72', 'L5JRV8', 'H2ZSE6', 'A0A8B9ZAS4', 'Q14CB8', 'A6JH87', 'Q14CB8-4', 'Q14CB8-6', 'UPI0006D7269B'}"
105,P11362,"{'F6YNK3', 'K7CCP1', 'P11362-4', 'A0A2K5WIQ8', 'A0A452E6I8', 'P11362-2', 'P11362-6', 'P11362-3', 'L8Y0S8', 'P11362-21', 'UPI000C8767F4', 'G1RNZ6', 'UPI0023E0DA2C', 'P11362-8', 'P11362-10', 'P11362-12', 'UPI0011AF3402', 'K7GQJ1', 'A0A8P0PMX2', 'A0A8U0TEY7', 'P11362-16', 'P11362-5', 'W5NCV1', 'I3JYB1', 'P11362', 'P11362-18', 'P11362-7', 'P11362-20', 'P11362-9', 'A0A5F9C0P9', 'A0AAX6R3G1', 'A0A7N5KF27', 'P11362-1', 'UPI0003D0FF59', 'Q28J96', 'H3B0H1', 'P11362-13', 'P11362-14', 'P11362-11', 'A0A804HIF1', 'P11362-15', 'P11362-17', 'A4F230', 'A0A8B9T2V4', 'A0A891XJP9', 'UPI0007DAB3BD', 'A0A8B9LXM2', 'UPI002F2B3591', 'A0A803VJK7', 'UPI0005D173EF', 'P11362-19'}"
106,Q12809,"{'A0A8D1MRA7', 'UPI0011AED996', 'A0A7N5KFV6', 'H2PP15', 'Q12809-4', 'A0A286Y384', 'A0A674NRV0', 'Q12809-7', 'UPI0028CB3228', 'A0A8V1A7T4', 'UPI002F2B1E30', 'L5LM23', 'Q12809-6', 'A0AAX6RGT2', 'W5MQG2', 'A0A5F5XYN7', 'Q12809-1', 'UPI000C6E9265', 'A0A6I8N0W9', 'Q12809-5', 'Q12809', 'G3TYC9', 'Q12809-2', 'A0A669BGC5', 'G9K6R8', 'A0A3Q2H6Z4', 'A0A803JQ59', 'A0A8B9RM27', 'G1TJP3', 'UPI00122D9F45', 'A0A7N4P2S5', 'UPI000FFC0CAC', 'A0A2I2YDA0', 'A0A8C2LH93', 'A6K570', 'W5NTK2', 'H2LGS9', 'A0A8M6YY94'}"
107,P07359,"{'A0A8B9ZH59', 'G1SER2', 'A0A836AAM7', 'L9KR50', 'A0A6I8R2E1', 'A0A3P9H035', 'G1S6K6', 'UPI002FE39C88', 'A0A6I8NNF6', 'A0A9L0T764', 'A0A8V1AA36', 'A0A8D1VPV4', 'A0A8B9HDM3', 'A0A5F8H3D0', 'UPI002F2B55D9', 'W5NM01', 'H0XYP4', 'L5JZT0', 'P07359', 'A0AAJ7P6U0', 'UPI0014945EE0', 'G5BWA0', 'A0A669B3N8', 'A0A8C2LSJ3', 'E0D853', 'A0A674H7E2'}"
108,Q13363,"{'Q13363-2', 'A0A836D2B8', 'Q13363', 'A0A803TCY7', 'A0A669BTP3', 'UPI000CCBF97A', 'A0A8I3W0T6', 'A0A8C0M217', 'G3U6I1', 'A0A0J9YU66', 'Q13363-1', 'L5K744', 'A0A3Q2HP45', 'L9KNJ7'}"
109,P43405,"{'A0A7N9D134', 'A0A8C0M638', 'UPI002FE21C53', 'H3ATL1', 'P43405-2', 'UPI0003D75C8A', 'UPI000CCBDBB2', 'L5KEU5', 'F7BR88', 'A0A8I3WLC5', 'A0A3B1JF59', 'A0A8D1SV08', 'G9KS22', 'A0A6I8NVI4', 'P43405-1', 'P43405'}"
110,P05107,"{'W5MRJ4', 'A0A3P9H562', 'P05107', 'A0A7N4NGL2', 'A0A5F8A802', 'A0A5F4WET3', 'G1QPT6', 'A0A669CMB4', 'W5PS30', 'H3BC35', 'A0A8D1M5A7', 'A0A8I5ZTY9', 'H0VVX0', 'A0A7N5KK41', 'H0X0Z0', 'A0A6I8Q6V6', 'M0QWA7', 'UPI000FFCBB73', 'UPI0021506BC4', 'H9GFH5', 'A0A5F8H0B0', 'A0A5F9D0J3', 'W5KFJ9', 'A0A0P6JIK1', 'U3J5H4'}"
111,O15553,"{'O15553-3', 'O15553', 'O15553-1', 'A0A2J8S7M8', 'G3I039', 'UPI000CCC8CBB', 'A0A8C2R061', 'UPI000620A92F', 'H0XYM4', 'A0A5F9CCI6', 'A0A7N4NQU6', 'A6K4V6', 'G3T690', 'L8YAN9', 'UPI0006619C94', 'D2HQZ5', 'A0A0P6JGA7', 'Q95N50', 'O15553-2'}"
112,Q99759,"{'A0A8B9J600', 'A0A8B9SYW4', 'Q99759', 'UPI002FE04F68', 'Q99759-2', 'H3AWN7', 'UPI0000D9E45A', 'UPI0030D1B5D2', 'UPI00073FD92A', 'A0A3Q2U111', 'A0A480MYH4', 'Q99759-1'}"
113,Q9NYF0,"{'A0A8C0RWV9', 'Q9NYF0-1', 'A0A7N5P2M4', 'L5LLD7', 'Q9NYF0', 'UPI0007685173', 'A0A6I8N2T5', 'Q9NYF0-2', 'H3BHN4', 'B7ZAV8', 'A6H6D1', 'G3IGR9', 'A0A8C2QTK5', 'H9FL85', 'G5ALN9', 'A0A3B1K5P8', 'UPI001D19F67F', 'L9L264', 'W5QIY9', 'A0A286XDV1', 'UPI0005CBFB88'}"
114,Q9UQ84,"{'UPI0005CFF2CB', 'F6YT00', 'M1ELC9', 'H3BBZ0', 'A0A8B9RB72', 'Q9UQ84', 'L9JK41', 'Q9UQ84-4', 'Q9UQ84-1', 'G1Q2R8', 'UPI001A9D1EA5', 'A0A3B5KIK1', 'A0A8C0P6T6', 'UPI002230D85B', 'H0UTR7', 'F6RPI0', 'A0AAX6TLG9', 'A0A0A6YWF4'}"
115,Q8ND25,"{'R0M4I0', 'A0A452DKF0', 'A0A3Q2H106', 'UPI0005D018D1', 'UPI002F2B6C31', 'Q8ND25', 'G3UWY5', 'G1RR98', 'A0A6I8P6B3', 'Q8ND25-1', 'D2HWM2', 'W5P8S9', 'G3UG12', 'UPI000D533DDE', 'Q8ND25-2', 'A0A8C2RGT1', 'A0A8B9JEE9', 'UPI00313E7719', 'UPI00159EA548', 'A0A8I5ZUZ1', 'G3S9D0', 'G5B5X2'}"
116,Q6PJG9,"{'A7E368', 'A0A5F8H5P3', 'A0A7N4V6H0', 'G9K8K2', 'A0A6I8P8Q4', 'Q6PJG9', 'A0A7N9CAU1', 'Q6PK41', 'A0A3B1JQJ9', 'W5M1L3'}"
117,Q9UQC2,"{'W5P8N6', 'A0A8C2LYQ6', 'H3A4A7', 'A0A8C0SFK6', 'I3M1S9', 'A0AAA9T5M3', 'Q9UQC2', 'H0VLB0', 'A0A6I8P2T8', 'UPI00073FB71F', 'UPI001494DE36', 'G1PTI9', 'Q9UQC2-2', 'F6Y226', 'A0A8U0RM66', 'Q9UQC2-1', 'G7PNC0'}"
118,A0AVK6,"{'A0A8B9J405', 'F7EA39', 'G1KRJ4', 'H2UTS5', 'L5MH44', 'Q5I037', 'A0AVK6', 'H3B8S1', 'UPI000703E17D', 'H0ZZY3'}"
119,P61587,"{'A0A8B9L1A8', 'Q6FGR9', 'P61587', 'A0A8M6YXI3', 'A0A8D1NLS2', 'UPI0000111A2E', 'UPI001AE11152'}"
120,Q13627,"{'A0A8I3Q657', 'W5PY89', 'Q13627-1', 'UPI002FE2C68B', 'A0A6I8MXE3', 'A0A8D1N0F3', 'A0A7N5P2B5', 'Q13627-3', 'A0A8M2B533', 'A0A5F9CH10', 'G3HVB0', 'Q13627-4', 'A0A5F5PVB4', 'G1QXR7', 'Q13627-5', 'H9Z608', 'Q13627', 'UPI0006D720FB', 'H3AJD9', 'A6KPW0', 'Q13627-2', 'W5MB76'}"
121,O43524,"{'H3B9N6', 'A0A3B1IWZ7', 'L9JIC2', 'O43524-1', 'G3ULV9', 'A0A3B3HQC5', 'O43524-2', 'I7GML6', 'G3NYE3', 'A0A7N4PWP3', 'A0A8C0MSA9', 'O43524', 'Q1PA17', 'H9G3H0'}"
122,Q8WV28,"{'A0A674PME6', 'Q8WV28-2', 'A0A8C2RPI1', 'G5AW17', 'Q2MD46', 'W5MK50', 'F7EYM6', 'O54737', 'A0A3B3H4M6', 'Q8WV28', 'Q08D21', 'G3U0G2', 'L5MBJ2', 'Q8WV28-1', 'H9GB09', 'F6U5K0', 'H0VLY4', 'A0AAA9S413', 'G3NER6', 'A0A8T2LVQ3', 'Q8WV28-3', 'A0A061ID27', 'H3A0F1', 'D2H5M4', 'UPI0003C8F88A'}"
123,Q14693,"{'UPI0007AD8ECF', 'A0A8C2S6K0', 'W5Q3P8', 'A0AAX6S6D5', 'D7PGC7', 'A0A8B9K636', 'Q8CFH3', 'H0VNZ4', 'G9K8H7', 'Q14693-3', 'Q14693-4', 'A0A8I5UBH0', 'L9LAX0', 'Q14693-7', 'Q14693-1', 'UPI0007674754', 'UPI001A9D5316', 'A0A8D0PF50', 'H2USI1', 'Q14693-5', 'Q14693-2', 'A0A669BVZ3', 'G3VDD3', 'A0A2J8NLT0', 'A0A3B5QWF5', 'UPI002FD83AFE', 'UPI0006D7225F', 'Q14693', 'A0A8V0X7G4', 'A0A803TGH2', 'H3AXR7', 'UPI0024E272C9', 'A0A5F9C534', 'A0A7N9IH95', 'A0A3Q2HAE0', 'F6ZVT3', 'Q14693-6'}"
124,Q5D1E8,"{'UPI00077B27C4', 'UPI0007045ECC', 'UPI0023DCEEA6', 'A0A6I8RV15', 'UPI0018F46169', 'G1T041', 'H3BCX9', 'W5QES4', 'UPI000387B7BF', 'G3PL24', 'A0A6I8N740', 'Q5D1E8', 'H9GP67', 'A0A8B9JP74'}"
125,Q96RK0-2,"{'UPI002FD83D57', 'A0A2J8QGM1', 'A0A0A7HUB9', 'G1U0H2', 'UPI00100E4BFB', 'Q924A2-4', 'A0A3B5RE55', 'H2SZ57', 'UPI001FB08E4C', 'H0WNV4', 'UPI0023E1709E', 'G7PXQ9', 'Q96RK0-1', 'A0A8U0P1I0', 'D2HNH1', 'F1RGJ6', 'H2MDG8', 'UPI0010A7787D', 'A0A452ER55', 'Q96RK0-2', 'L9L853', 'W5MB05', 'UPI0024459B6E', 'H0V319', 'E1B8E2', 'F7D5W2', 'A0A8C2MKR2', 'Q924A2-2', 'UPI0003945518', 'A0A8M2BKS2', 'UPI0024E24F09'}"
126,Q96B36,"{'Q96B36-1', 'A0A140LHA0', 'L5LSY4', 'G7PY85', 'A0A9L0RWW2', 'A0A8C2QMP4', 'UPI000BAA22F5', 'H3BEY7', 'G5B8R2', 'D3ZH75', 'A0A8C2S4E7', 'Q96B36-2', 'Q96B36', 'L5L4F7', 'A0A7N5KA48', 'W5LXQ6', 'A0A8I3XBN8', 'Q96B36-3', 'G3PJK3', 'F1N197', 'A0A8D0PKD3'}"
127,Q9H0B6,"{'Q9H0B6', 'G3TZC5', 'Q58D86', 'A0A8D1HZ81', 'Q9H0B6-1', 'F7B8A8', 'UPI00301358C5', 'H3AWR0', 'UPI001301E84B', 'A0A2K5VQ22', 'Q9H0B6-2', 'Q5RBF5', 'A0A8P0SHS2'}"
128,Q8ND76,"{'G1K919', 'UPI00073FE21F', 'A0A8C0PPA0', 'A0A674N511', 'A0A9L0RI15', 'A0A674HAS8', 'A0A8D1U6D8', 'A0AAA9S2K0', 'A0A5F9D3A3', 'A0A8C2RMT5', 'A0A5F8H7R6', 'Q8ND76', 'Q8ND76-3', 'H2LR55', 'UPI0023E8DD49', 'Q8ND76-2', 'A0A3Q4EIH7', 'Q8ND76-1', 'UPI00076747D7', 'A6KPN3', 'L5KPC4'}"
129,Q00266,"{'A0A8D1VLI2', 'H3A389', 'UPI000FFCABF1', 'Q00266', 'A0A2J8U4Z6', 'A0A8C2R471', 'A0A803TC34', 'A0A3P9J4R5', 'A0A5F9CJ23', 'A0A8C0M2A8', 'F7EY86', 'A0AAX6RX81'}"
130,Q6N021,"{'F6PXM2', 'G1SSD1', 'UPI0030CCA168', 'G1RS82', 'Q6N021-3', 'Q6N021-2', 'UPI002FD83D2F', 'UPI0028CB2C32', 'W5LTC6', 'A0A8D2CCV0', 'U3K0N1', 'Q6N021-1', 'A0A6I8NVJ0', 'G1PM72', 'A0A8C2QUH1', 'Q6N021', 'A0A8P0T2E3', 'W5PLT4', 'H0Z012', 'UPI0003D4059B', 'A0A9J7F6A0', 'L9KSD5', 'H3AG05', 'A0A3P9K3T0', 'A0A669BFH9', 'G5AKN3', 'UPI002FDFB32F'}"
131,Q5T1R4,"{'A0A286XD60', 'Q5T1R4-1', 'G1P304', 'UPI000FFB0DE0', 'Q5T1R4-2', 'UPI0032B08BD3', 'G1RNU5', 'A0A8B9THB5', 'H3B8H9', 'A0A452E8N7', 'H0XKM1', 'G3UNK5', 'F7A5K8', 'I3MNR2', 'A0A8M3AK45', 'F6WVU0', 'G3HCN7', 'A0A4X1W6Z5', 'Q5T1R4', 'A0AAQ4QLH2', 'UPI001FB0A4F0'}"
132,O75030,"{'O75030-8', 'A0A2J8SWC2', 'O75030-1', 'O75030-7', 'O75030-3', 'A0A8I3S522', 'Q08874-3', 'O75030-4', 'Q08874-1', 'UPI002FE190EE', 'O75030-2', 'H2U0V1', 'Q08874-7', 'H3ATZ1', 'UPI0003ACB772', 'A0A8C2S9B6', 'Q08874-8', 'Q08874-6', 'O75030-9', 'Q08874-4', 'A0A287CTT0', 'O75030-11', 'A0A8D0WS60', 'O75030', 'Q08874-2', 'O75030-6', 'UPI001CEFB13F', 'H0WFM0', 'O75030-5', 'Q08874-9', 'Q6QQX9', 'O75030-10', 'Q08874-5', 'A0A8T2LGB6', 'O75030-12', 'UPI0011AFB0B0'}"
133,Q05086-2,"{'Q05086-2', 'M3XAJ8', 'Q05086-1', 'L5MJT5', 'M4APF0', 'Q05086-3', 'A0A0J9YUY4', 'W5MP96'}"
134,Q00613,"{'UPI001BC8BFA7', 'A0A5F9CEF9', 'A0A8D0V805', 'UPI00020F736C', 'A0A8B9SZL0', 'H3AZK4', 'H2RNL9', 'A0A2I3H6Q9', 'G1PTA0', 'Q00613-1', 'W5L0E7', 'A0A8I6ADR2', 'G9K4V3', 'G3RCP0', 'A0A2I3BR06', 'UPI0001EECA1E', 'L5MJI6', 'Q00613-2', 'A0A8C2Y0V8', 'UPI0007AD8A63', 'L8YB07', 'W5PIJ1', 'A0A9L0TGI5', 'A0A8V0Y1H7', 'Q00613', 'A0A8U0LU64', 'A0AAX6S9G2', 'UPI0030D508EC', 'G3VA86', 'I3M989', 'A0A2J8PXJ3'}"
135,P04150,"{'P35547', 'P04150-12', 'A0A8C0RBL4', 'P04150-7', 'P04150-2', 'Q865Y6', 'Q1HCP1', 'P04150-15', 'P59667', 'P04150-8', 'P04150-6', 'P04150-14', 'P04150-9', 'P04150-4', 'P04150-1', 'P04150-13', 'P04150-16', 'P04150-3', 'P04150-10', 'P49115', 'A0A8D0P6P2', 'G1PHX2', 'K9KDU7', 'UPI000BBD49DB', 'Q0GH75', 'H3B6W7', 'A0A803WGC3', 'P04150-5', 'UPI0003EC0D60', 'I3KN75', 'P04150', 'A0A3B1JCZ4', 'P04150-11', 'H0WML8', 'Q28E31'}"
136,Q9NZJ0,"{'A0A8C2XW27', 'Q3TLR7-2', 'A0A8I5ZW16', 'R0K2T9', 'Q9NZJ0-1', 'K9KBF0', 'H3AG21', 'UPI000CCC3E41', 'Q9NZJ0-2', 'M1ENZ0', 'L8Y933', 'Q9NZJ0', 'Q3TLR7-1', 'Q6P1W0', 'A0A8B9LLQ9', 'Q3TLR7-4', 'B4DSA7'}"
137,Q96PX8,"{'A0A6I8NZL7', 'H2ZYL9', 'Q96PX8'}"
138,P49585,"{'A0A5F8GSC9', 'H3ANV4', 'A0A6I8P8R2', 'A0A9L0TPG5', 'A0A4X1TXA1', 'P49585', 'A0A8B9L757', 'A0A3B3HBR9', 'A0A8C2QQL5', 'A0A0P6J2P9'}"
139,Q13322,"{'A0A8B9KGN0', 'A0A8C2NFK7', 'A0A4X1T7S7', 'W5PWJ0', 'L8YBX4', 'Q13322-2', 'Q13322-1', 'UPI0007400F71', 'UPI0006D8D93E', 'Q13322-3', 'H0VE52', 'A0A8C0SZT9', 'G1P723', 'UPI0001BE6513', 'Q13322-4', 'L5MGU9', 'UPI0022305A44', 'Q3TFU9', 'Q13322', 'L5KM05', 'G5B3T7', 'R0L035', 'UPI00094793E7', 'A0A674NL69', 'UPI00159D3407'}"
140,Q00987,"{'Q00987-5', 'H0XY21', 'A0A7N4PJC6', 'Q00987-9', 'Q00987-10', 'UPI000767C383', 'D2KRA4', 'A0A5F5PW00', 'UPI0003C923B4', 'A0A3B1K2I2', 'A0A8C2NCS6', 'F7CYT9', 'Q00987-8', 'Q9PVL2', 'A0A6I8NDU5', 'UPI0030D5911D', 'A0A3P9KA18', 'H3APM8', 'A0A669EVE5', 'A0A8D1FUP8', 'M3XEK9', 'Q00987-1', 'J3QP04', 'A0A8I6G5V3', 'Q00987-4', 'A0A2R8MZE7', 'Q00987-2', 'UPI002F2B7095', 'UPI000C87B62B', 'Q00987-7', 'A0A0A8K9A4', 'Q00987-11', 'W5NH41', 'A0A287CT69', 'Q00987-3', 'Q00987', 'G1TLX8', 'A0A3B5PU51', 'G3N7Y1', 'Q00987-6'}"
141,Q14457,"{'A0A669CDZ2', 'A0A6I8NAP4', 'UPI000739B2CC', 'UPI0024E19AED', 'A0A8B9GQK4', 'D2KPG9', 'A0A5F9CBP1', 'F7C090', 'H2ZUP0', 'A0A452G7U3', 'A0A674MM41', 'G5C4L0', 'K7ERY0', 'Q14457', 'A0A803WG16', 'A0A836A4I9'}"
142,Q9H9Q4,"{'H0XVX9', 'A0A836AML3', 'L5L1P2', 'A0A8U0S1M0', 'W5MY49', 'F7AXY0', 'UPI0001754067', 'H0W8X1', 'UPI003005D7DA', 'A0A8B9QUK8', 'UPI002FD7A67A', 'A0A669BTH9', 'Q9H9Q4-1', 'A0A5F9DMY1', 'Q9H9Q4-2', 'UPI001D1A1946', 'UPI001A9FCB1D', 'UPI0023DD2BEC', 'UPI00062BC7CD', 'A0A8D1PA21', 'L5LWR6', 'U3JNJ6', 'A0A3B1JM67', 'H0Z5J9', 'H2L892', 'UPI0003C8F0BC', 'A0A2J8NGA8', 'UPI0034D43A85', 'A0A452EN17', 'A0A6I8NGG2', 'Q9H9Q4', 'H3A9C8', 'F6XER3', 'H9FFH2'}"
143,O43791,"{'F7EK37', 'UPI00005FB112', 'A0AAA9T1I9', 'UPI000766F002', 'G5AW61', 'UPI002FDF7FBB', 'UPI0007AD8E82', 'O43791', 'A0A2K5X9H8', 'Q3UTC4', 'G1PIM2', 'L5JQE9', 'A0A9J7K416'}"
144,Q6PJF5,"{'UPI00076782B9', 'W5L8K7', 'A0A8D0SDM1', 'L5KL09', 'G1NWW5', 'G1QPW8', 'E1BLR4', 'Q6PJF5-2', 'A0A8I3W3D3', 'UPI003013F383', 'A6HKX9', 'A0A2J8Y1D8', 'A0A7N9D2U3', 'Q6ZWP8', 'UPI0010A78304', 'Q6PJF5-1', 'H2S2B3', 'G3UF36', 'A0A8C0PK42', 'UPI002231284C', 'A0A3B3HWD1', 'Q6PJF5', 'A0A8B9T5H5', 'H3B6F2', 'UPI0003C91065', 'UPI00100EE5CC', 'U3JDX0'}"
145,Q15831,"{'A0A9L0THT5', 'UPI0003C90EA2', 'UPI0022323DD2', 'UPI000C7E8D19', 'Q59FA7', 'W8BZ02', 'U3KHU8', 'A0A2K5VHS2', 'A0A8C2RAQ6', 'UPI001494E3ED', 'L5LVE3', 'UPI0003511DF4', 'Q15831-2', 'UPI0003C18DD1', 'A0A8B9HFM2', 'Q15831', 'A0A4X1VW23', 'Q15831-1', 'UPI0003D70153'}"
146,Q8NHY2,"{'A0A452F080', 'A0AAX6PJ26', 'Q8NHY2-1', 'Q8NHY2-5', 'A0A8D1STP7', 'UPI0029528567', 'A0A9J7JRZ1', 'A0A8V0Y0R5', 'H3ASM4', 'Q8NHY2-3', 'Q8NHY2-2', 'UPI0005D02894', 'Q8NHY2-4', 'A0A7N9CLQ4', 'A0A8I3ND49', 'UPI0004F04C7B', 'UPI000C7E9456', 'L5LP32', 'UPI0003D755F2', 'A0A674NKN8', 'A0A8I5ZZ97', 'UPI000CCC5452', 'H2MCQ2', 'A0A5F8GVM1', 'A0A3Q2KMJ3', 'A0A803V202', 'L9JCW9', 'UPI003007720C', 'H9ZCC4', 'A0A5F9CFJ9', 'I3KIQ2', 'UPI000BBDECC7', 'L5KZK1', 'A0A2I2YVP5', 'A0AAA9SK32', 'UPI0019D4D86E', 'UPI001301A5EC', 'Q8NHY2', 'UPI000947D055'}"
147,Q9GZY8,"{'F7CNE4', 'E0CYI3', 'A0A7N4V2L6', 'A0A8C2NIP2', 'UPI0018D88FC7', 'A0A8C2N3D2', 'Q9GZY8-4', 'M4A8K8', 'A0A3B5K5H9', 'Q9GZY8-2', 'H3AM18', 'Q9GZY8-5', 'Q9GZY8-1', 'A0A5F8G9S2', 'A0A8T2MAI1', 'Q9GZY8-3', 'A0A287CYD8', 'A0A2I3GJ77', 'UPI0007DBCF52', 'L9LBW9', 'H0XYV8', 'A0A669FAW9', 'G5AUB4', 'Q9GZY8', 'UPI0003EA8ED9', 'A0A8W4FHH2', 'A6JZU8', 'G1TTD5', 'UPI0019D463CB', 'UPI0014947C7D'}"
148,O15516,"{'G1KJ20', 'A0A6I8P196', 'Q8BRU1', 'A0A8C0NU47', 'W5N9K3', 'A0A8B9JYJ3', 'A0A6S6G7G2', 'M1EJW7', 'A0A8B9ZGG3', 'D4A4R8', 'G1U4V4', 'M4ATD4', 'UPI0005CC597A', 'H3B043', 'UPI001494F9EB', 'A0A8D0N525', 'O15516', 'A0A8C2P847', 'L5M8L4', 'I3JQB7', 'L5JW50'}"
149,Q9HC77,"{'A0A8D1TPN5', 'G3WJE0', 'Q9HC77', 'A0A3B3IJB4', 'I3N4K8', 'UPI0019175561', 'F7AGT0', 'A0A8V0XNM4', 'UPI0003994F48', 'UPI00223145CC', 'A0A0P6J639', 'A0AAA9T8W9', 'UPI0030136D30', 'A0A9J7J9F4', 'W5MXV0', 'UPI0006441F17', 'A0A2I3HBT5', 'K7E2U0', 'A0A2I2Y464', 'G7P495', 'A0AAJ6WMK2', 'A0A674HUE8', 'H0VKR8', 'L7MSD1', 'M1EHJ7', 'UPI0023DD1DF0', 'A0A2R8VK38', 'G3N8V9', 'W5P4E3', 'UPI0007DC56A9', 'Q9HC77-2', 'UPI00313DE42C', 'H9F590', 'D2HA47', 'A0A8B9QQW3', 'G1K9R9', 'UPI0030063A8B', 'A0A8J0R120', 'L9KYI5', 'Q9HC77-1', 'UPI000BAA154A', 'A0A8B9JIB1'}"
150,P57059,"{'UPI002FD7E230', 'A0A8D1U6B4', 'H3BBZ1', 'F6R3T5', 'L8Y5J2', 'F6W0L0', 'A0A8C0PLZ4', 'A0A8T2KSI0', 'A0A3B5KPH6', 'A0A2R8M4X3', 'A0A8J1J5I8', 'P57059', 'Q8C313'}"
151,P10275,"{'A0A087X1B6', 'UPI000FFBFA2B', 'UPI00122D6D0B', 'D2Z1S1', 'A0A2J8UBC1', 'P10275-1', 'G5AV30', 'UPI000C7ED5A3', 'A0A8C2R6T4', 'P49699', 'Q5G5I6', 'A0A2I3SR90', 'W5KVV1', 'H3B583', 'H0VXJ1', 'A0A7N4P062', 'F6PME3', 'P10275-3', 'A0A2R8MEX6', 'P10275-2', 'A0A2K5W1V3', 'P10275', 'Q8MJ07', 'P10275-4', 'UPI00076880A1', 'UPI0019D4A862'}"
152,Q07352,"{'H3B8A2', 'W5M1W5', 'Q07352', 'A0A061I0Q2', 'A0A8T2MJ36', 'UPI001AE92A01', 'B3KNA8', 'A0A5F9CUN5', 'A0A286P9S4', 'A0A8P0SKI7', 'A0A803K8N5', 'D2H5Q0', 'G3PJC9', 'H2U5V8', 'A6HCI0', 'UPI0018D7831C', 'F6WNM4', 'L5M4B7', 'A0A8C2R9A8'}"
153,P50549,"{'P50549', 'P50549-1', 'P50549-2', 'P50549-3', 'P50549-6', 'UPI0024E1F253', 'A0A7N4PML2', 'H3AMF0', 'P50549-5', 'P50549-4'}"
154,P13569,"{'P13569', 'UPI000EAB1339', 'Q6PQZ2', 'G5B3Q7', 'H3A114', 'UPI000CCC7C1A', 'A0A8I5KVL1', 'M3ZW82', 'A0A669DJT0', 'Q00552', 'P13569-1', 'A0A9J7K381', 'M1EFV9', 'UPI000FFB8738', 'Q108U0', 'A0A5F4WJ83', 'P13569-2', 'A0A5F9CL55', 'Q07DZ6', 'A0A8C2NJ84', 'A0A9L0R5J7', 'P13569-3', 'H9FJ72', 'L5LWL1', 'H2V3Y7', 'UPI0000227A10'}"
155,Q96QB1,"{'A0A8M6Z677', 'A0A8D1AXA7', 'Q96QB1', 'UPI0003C15569', 'UPI0021F36DE1', 'UPI0023F5238D', 'M3WML3', 'Q96QB1-6', 'Q96QB1-5', 'Q96QB1-4', 'A0A8T2KP72', 'Q96QB1-2', 'G1TT01', 'A0A3B3H5S9', 'F7FZ90', 'Q96QB1-3', 'L5MGE6', 'A0A803TK68', 'U3JM73', 'F1MIZ8', 'G5ANI9', 'A0A6I8T1P4', 'G1PLW4', 'UPI0000D9BED7', 'G3UCC6', 'Q96QB1-1', 'UPI0032B05115', 'UPI0011460290', 'A0A2J8X3R4', 'L9JC83', 'UPI00122D8040', 'Q8BR96', 'L5KAT2', 'A0A7N5K3Z6', 'UPI002FE2C3F5', 'A0A8C2RPV5', 'UPI001301B4F8', 'A0A669BZY4', 'H0ZAI1', 'H0XYU0'}"
